,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
3100,243,Cloncurry Hospital,2021-09-01,1,1,1.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3101,243,Cloncurry Hospital,2021-09-01,2,13,3.0,1,13,100.0,0,0.0,8,61.54,-,8,100.0
3102,243,Cloncurry Hospital,2021-09-01,3,79,3.0,1,74,94.87,1,1.27,11,13.92,-,9,81.82
3103,243,Cloncurry Hospital,2021-09-01,4,103,12.5,1,94,97.92,4,3.88,4,3.88,-,4,100.0
3104,243,Cloncurry Hospital,2021-09-01,5,48,10.0,1,43,100.0,1,2.08,3,6.25,-,1,33.33
3105,245,Julia Creek Hospital,2021-09-01,1,0,,0,0,,0,,0,,-,0,
3106,245,Julia Creek Hospital,2021-09-01,2,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
3107,245,Julia Creek Hospital,2021-09-01,3,9,0.0,0,9,100.0,0,0.0,0,0.0,-,0,
3108,245,Julia Creek Hospital,2021-09-01,4,12,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
3109,245,Julia Creek Hospital,2021-09-01,5,14,0.0,1,9,100.0,0,0.0,0,0.0,-,0,
3110,246,Mount Isa Base Hospital,2021-09-01,1,0,,0,0,,0,,0,,-,0,
3111,246,Mount Isa Base Hospital,2021-09-01,2,91,6.0,1,76,83.52,0,0.0,46,50.55,-,21,45.65
3112,246,Mount Isa Base Hospital,2021-09-01,3,625,17.0,1,448,73.56,8,1.28,108,17.28,-,42,38.89
3113,246,Mount Isa Base Hospital,2021-09-01,4,800,29.5,2,558,78.15,38,4.75,30,3.75,-,15,50.0
3114,246,Mount Isa Base Hospital,2021-09-01,5,91,13.0,1,74,97.37,5,5.49,1,1.1,-,0,0.0
3115,247,Normanton Hospital,2021-09-01,1,0,,0,0,,0,,0,,-,0,
3116,247,Normanton Hospital,2021-09-01,2,3,1.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
3117,247,Normanton Hospital,2021-09-01,3,37,0.0,1,36,97.3,0,0.0,7,18.92,-,7,100.0
3118,247,Normanton Hospital,2021-09-01,4,80,0.0,1,71,98.61,3,3.75,4,5.0,-,4,100.0
3119,247,Normanton Hospital,2021-09-01,5,20,0.0,1,14,100.0,1,5.0,0,0.0,-,0,
3120,249,Mornington Island Hospital,2021-09-01,1,0,,0,0,,0,,0,,-,0,
3121,249,Mornington Island Hospital,2021-09-01,2,8,0.0,0,8,100.0,0,0.0,1,12.5,-,1,100.0
3122,249,Mornington Island Hospital,2021-09-01,3,52,1.0,1,51,100.0,1,1.92,1,1.92,-,1,100.0
3123,249,Mornington Island Hospital,2021-09-01,4,155,0.0,1,146,100.0,4,2.58,0,0.0,-,0,
3124,249,Mornington Island Hospital,2021-09-01,5,66,0.0,1,53,100.0,1,1.52,0,0.0,-,0,
3125,252,Doomadgee Hospital,2021-09-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3126,252,Doomadgee Hospital,2021-09-01,2,6,2.0,0,4,80.0,0,0.0,1,16.67,-,1,100.0
3127,252,Doomadgee Hospital,2021-09-01,3,161,2.0,1,147,97.35,5,3.11,4,2.48,-,4,100.0
3128,252,Doomadgee Hospital,2021-09-01,4,351,2.0,1,294,97.03,24,6.84,3,0.85,-,2,66.67
3129,252,Doomadgee Hospital,2021-09-01,5,118,1.0,1,81,100.0,2,1.69,0,0.0,-,0,
3130,934,Robina Hospital,2021-09-01,1,3,2.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
3131,934,Robina Hospital,2021-09-01,2,640,13.0,1,245,38.52,3,0.47,131,20.47,-,120,91.6
3132,934,Robina Hospital,2021-09-01,3,740,19.0,1,472,67.62,40,5.41,90,12.16,-,71,78.89
3133,934,Robina Hospital,2021-09-01,4,1657,3.0,1,1442,89.51,44,2.66,13,0.78,-,10,76.92
3134,934,Robina Hospital,2021-09-01,5,41,20.0,1,33,94.29,6,14.63,0,0.0,-,0,
3135,936,Gold Coast University Hospital,2021-09-01,1,30,2.0,1,30,100.0,0,0.0,28,93.33,-,19,67.86
3136,936,Gold Coast University Hospital,2021-09-01,2,1238,10.0,1,641,52.16,7,0.57,514,41.52,-,302,58.75
3137,936,Gold Coast University Hospital,2021-09-01,3,3417,17.0,1,2235,68.94,165,4.83,914,26.75,-,479,52.41
3138,936,Gold Coast University Hospital,2021-09-01,4,2991,9.0,1,2555,89.46,124,4.15,180,6.02,-,99,55.0
3139,936,Gold Coast University Hospital,2021-09-01,5,89,16.0,1,80,97.56,5,5.62,5,5.62,-,4,80.0
3140,99999,Queensland,2021-09-01,1,368,0.0,1,366,99.46,0,0.0,242,65.76,-,149,61.57
3141,99999,Queensland,2021-09-01,2,12976,8.0,1,8946,69.25,31,0.24,5705,43.97,-,3410,59.77
3142,99999,Queensland,2021-09-01,3,45921,17.0,1,30686,69.32,1432,3.12,8969,19.53,-,4498,50.15
3143,99999,Queensland,2021-09-01,4,49636,18.0,1,38303,81.82,2143,4.32,2594,5.23,-,1293,49.85
3144,99999,Queensland,2021-09-01,5,11866,14.0,1,10373,96.82,332,2.8,145,1.22,-,86,59.31
3145,1,Mater Hospital Brisbane Public,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3146,1,Mater Hospital Brisbane Public,2021-06-01,2,2,19.5,0,1,50.0,0,0.0,0,0.0,-,0,
3147,1,Mater Hospital Brisbane Public,2021-06-01,3,1,2.0,0,1,100.0,0,0.0,0,0.0,-,0,
3148,1,Mater Hospital Brisbane Public,2021-06-01,4,1,7.0,0,1,100.0,0,0.0,0,0.0,-,0,
3149,1,Mater Hospital Brisbane Public,2021-06-01,5,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3150,4,The Prince Charles Hospital,2021-06-01,1,16,0.0,1,16,100.0,0,0.0,11,68.75,-,6,54.55
3151,4,The Prince Charles Hospital,2021-06-01,2,935,6.0,1,817,87.76,1,0.11,375,40.11,-,260,69.33
3152,4,The Prince Charles Hospital,2021-06-01,3,1946,20.0,1,1286,67.01,24,1.23,355,18.24,-,224,63.1
3153,4,The Prince Charles Hospital,2021-06-01,4,4877,23.0,2,3808,79.93,101,2.07,243,4.98,-,127,52.26
3154,4,The Prince Charles Hospital,2021-06-01,5,1353,13.0,1,1269,97.62,25,1.85,5,0.37,-,4,80.0
3155,11,Princess Alexandra Hospital,2021-06-01,1,1,2.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3156,11,Princess Alexandra Hospital,2021-06-01,2,10,7.5,1,7,70.0,0,0.0,0,0.0,-,0,
3157,11,Princess Alexandra Hospital,2021-06-01,3,27,9.5,1,22,84.62,1,3.7,0,0.0,-,0,
3158,11,Princess Alexandra Hospital,2021-06-01,4,9,11.5,0,8,100.0,1,11.11,0,0.0,-,0,
3159,11,Princess Alexandra Hospital,2021-06-01,5,1,4.0,0,1,100.0,0,0.0,0,0.0,-,0,
3160,15,Ipswich Hospital,2021-06-01,1,16,0.5,1,16,100.0,0,0.0,11,68.75,-,4,36.36
3161,15,Ipswich Hospital,2021-06-01,2,887,10.0,1,468,52.82,0,0.0,513,57.84,-,318,61.99
3162,15,Ipswich Hospital,2021-06-01,3,2210,23.0,2,1302,60.45,55,2.49,645,29.19,-,430,66.67
3163,15,Ipswich Hospital,2021-06-01,4,942,25.0,2,681,75.84,42,4.46,92,9.77,-,51,55.43
3164,15,Ipswich Hospital,2021-06-01,5,82,26.5,2,71,91.03,4,4.88,1,1.22,-,0,0.0
3165,16,Redcliffe Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,1,50.0,-,0,0.0
3166,16,Redcliffe Hospital,2021-06-01,2,346,7.0,1,259,74.86,0,0.0,117,33.82,-,63,53.85
3167,16,Redcliffe Hospital,2021-06-01,3,1203,37.0,3,493,43.82,77,6.4,135,11.22,-,37,27.41
3168,16,Redcliffe Hospital,2021-06-01,4,1107,55.0,3,538,52.59,82,7.41,51,4.61,-,19,37.25
3169,16,Redcliffe Hospital,2021-06-01,5,446,28.0,2,415,95.62,11,2.47,5,1.12,-,4,80.0
3170,22,Queen Elizabeth II Jubilee Hospital,2021-06-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
3171,22,Queen Elizabeth II Jubilee Hospital,2021-06-01,2,102,6.5,1,79,77.45,0,0.0,2,1.96,-,2,100.0
3172,22,Queen Elizabeth II Jubilee Hospital,2021-06-01,3,448,34.0,3,200,47.06,22,4.91,4,0.89,-,3,75.0
3173,22,Queen Elizabeth II Jubilee Hospital,2021-06-01,4,419,40.0,3,260,66.5,26,6.21,0,0.0,-,0,
3174,22,Queen Elizabeth II Jubilee Hospital,2021-06-01,5,21,53.0,3,16,76.19,0,0.0,0,0.0,-,0,
3175,28,Redland Hospital,2021-06-01,1,7,0.0,0,7,100.0,0,0.0,6,85.71,-,4,66.67
3176,28,Redland Hospital,2021-06-01,2,444,10.0,1,244,55.08,0,0.0,176,39.64,-,123,69.89
3177,28,Redland Hospital,2021-06-01,3,1541,15.0,1,1106,74.23,51,3.31,267,17.33,-,136,50.94
3178,28,Redland Hospital,2021-06-01,4,969,13.0,1,838,88.96,24,2.48,23,2.37,-,9,39.13
3179,28,Redland Hospital,2021-06-01,5,74,13.0,1,67,97.1,5,6.76,0,0.0,-,0,
3180,29,Logan Hospital,2021-06-01,1,7,0.0,0,7,100.0,0,0.0,5,71.43,-,2,40.0
3181,29,Logan Hospital,2021-06-01,2,1270,9.0,1,804,63.41,0,0.0,625,49.21,-,463,74.08
3182,29,Logan Hospital,2021-06-01,3,3272,17.0,1,2241,69.9,63,1.93,880,26.89,-,645,73.3
3183,29,Logan Hospital,2021-06-01,4,2026,19.0,1,1646,83.89,62,3.06,129,6.37,-,76,58.91
3184,29,Logan Hospital,2021-06-01,5,204,18.0,1,190,96.45,6,2.94,11,5.39,-,10,90.91
3185,30,Caboolture Hospital,2021-06-01,1,7,0.0,0,7,100.0,0,0.0,5,71.43,-,5,100.0
3186,30,Caboolture Hospital,2021-06-01,2,448,5.0,1,356,79.82,2,0.45,200,44.64,-,113,56.5
3187,30,Caboolture Hospital,2021-06-01,3,1647,19.0,1,1054,67.87,92,5.59,341,20.7,-,87,25.51
3188,30,Caboolture Hospital,2021-06-01,4,732,24.0,2,553,83.53,60,8.2,33,4.51,-,11,33.33
3189,30,Caboolture Hospital,2021-06-01,5,55,20.5,1,41,97.62,4,7.27,1,1.82,-,0,0.0
3190,32,Sunshine Coast University Hospital,2021-06-01,1,17,0.0,1,17,100.0,0,0.0,15,88.24,-,11,73.33
3191,32,Sunshine Coast University Hospital,2021-06-01,2,585,9.0,1,363,62.26,0,0.0,342,58.46,-,220,64.33
3192,32,Sunshine Coast University Hospital,2021-06-01,3,2279,20.0,1,1521,67.78,29,1.27,701,30.76,-,403,57.49
3193,32,Sunshine Coast University Hospital,2021-06-01,4,1557,23.0,2,1227,81.31,42,2.7,149,9.57,-,88,59.06
3194,32,Sunshine Coast University Hospital,2021-06-01,5,148,23.0,2,139,97.2,2,1.35,3,2.03,-,1,33.33
3195,41,Beaudesert Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3196,41,Beaudesert Hospital,2021-06-01,2,71,7.0,1,47,67.14,0,0.0,5,7.04,-,1,20.0
3197,41,Beaudesert Hospital,2021-06-01,3,246,9.0,1,231,94.29,1,0.41,10,4.07,-,3,30.0
3198,41,Beaudesert Hospital,2021-06-01,4,437,9.0,1,407,96.9,16,3.66,2,0.46,-,0,0.0
3199,41,Beaudesert Hospital,2021-06-01,5,75,7.0,1,67,97.1,2,2.67,1,1.33,-,0,0.0
3200,42,Boonah Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3201,42,Boonah Hospital,2021-06-01,2,12,0.0,1,12,100.0,0,0.0,1,8.33,-,1,100.0
3202,42,Boonah Hospital,2021-06-01,3,52,0.0,1,51,98.08,0,0.0,1,1.92,-,1,100.0
3203,42,Boonah Hospital,2021-06-01,4,89,0.0,1,86,100.0,3,3.37,0,0.0,-,0,
3204,42,Boonah Hospital,2021-06-01,5,17,0.0,1,17,100.0,0,0.0,0,0.0,-,0,
3205,43,Caloundra Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3206,43,Caloundra Hospital,2021-06-01,2,9,4.0,0,9,100.0,0,0.0,0,0.0,-,0,
3207,43,Caloundra Hospital,2021-06-01,3,82,14.0,1,75,91.46,0,0.0,0,0.0,-,0,
3208,43,Caloundra Hospital,2021-06-01,4,693,28.0,2,508,79.75,11,1.59,0,0.0,-,0,
3209,43,Caloundra Hospital,2021-06-01,5,375,20.0,1,319,99.07,3,0.8,0,0.0,-,0,
3210,44,Esk Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3211,44,Esk Hospital,2021-06-01,2,7,0.0,0,6,100.0,1,14.29,0,0.0,-,0,
3212,44,Esk Hospital,2021-06-01,3,25,0.0,1,24,100.0,1,4.0,2,8.0,-,2,100.0
3213,44,Esk Hospital,2021-06-01,4,59,0.0,1,56,98.25,1,1.69,0,0.0,-,0,
3214,44,Esk Hospital,2021-06-01,5,20,0.0,1,15,100.0,1,5.0,0,0.0,-,0,
3215,45,Gatton Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3216,45,Gatton Hospital,2021-06-01,2,26,0.0,1,25,100.0,1,3.85,0,0.0,-,0,
3217,45,Gatton Hospital,2021-06-01,3,162,4.0,1,146,92.99,5,3.09,3,1.85,-,3,100.0
3218,45,Gatton Hospital,2021-06-01,4,239,4.0,1,216,94.32,7,2.93,0,0.0,-,0,
3219,45,Gatton Hospital,2021-06-01,5,46,3.0,1,33,100.0,2,4.35,0,0.0,-,0,
3220,46,Kilcoy Hospital,2021-06-01,1,1,2.0,0,1,100.0,0,0.0,0,0.0,-,0,
3221,46,Kilcoy Hospital,2021-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3222,46,Kilcoy Hospital,2021-06-01,3,33,0.0,1,32,96.97,0,0.0,1,3.03,-,1,100.0
3223,46,Kilcoy Hospital,2021-06-01,4,88,0.0,1,85,97.7,1,1.14,0,0.0,-,0,
3224,46,Kilcoy Hospital,2021-06-01,5,18,6.0,1,12,100.0,1,5.56,1,5.56,-,0,0.0
3225,47,Laidley Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3226,47,Laidley Hospital,2021-06-01,2,32,0.0,1,29,93.55,1,3.13,0,0.0,-,0,
3227,47,Laidley Hospital,2021-06-01,3,148,0.0,1,132,94.29,8,5.41,3,2.03,-,3,100.0
3228,47,Laidley Hospital,2021-06-01,4,164,0.0,1,149,97.39,9,5.49,0,0.0,-,0,
3229,47,Laidley Hospital,2021-06-01,5,55,0.0,1,38,100.0,5,9.09,0,0.0,-,0,
3230,48,Maleny Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3231,48,Maleny Hospital,2021-06-01,2,7,1.0,0,6,85.71,0,0.0,1,14.29,-,1,100.0
3232,48,Maleny Hospital,2021-06-01,3,47,4.0,1,43,91.49,0,0.0,0,0.0,-,0,
3233,48,Maleny Hospital,2021-06-01,4,74,12.5,1,73,98.65,0,0.0,0,0.0,-,0,
3234,48,Maleny Hospital,2021-06-01,5,27,14.0,1,26,100.0,1,3.7,0,0.0,-,0,
3235,49,Nambour Hospital,2021-06-01,1,5,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
3236,49,Nambour Hospital,2021-06-01,2,103,7.0,1,86,83.5,0,0.0,40,38.83,-,34,85.0
3237,49,Nambour Hospital,2021-06-01,3,516,17.0,1,359,71.8,15,2.91,71,13.76,-,59,83.1
3238,49,Nambour Hospital,2021-06-01,4,509,15.0,1,458,91.97,9,1.77,13,2.55,-,13,100.0
3239,49,Nambour Hospital,2021-06-01,5,12,6.0,1,10,100.0,0,0.0,2,16.67,-,1,50.0
3240,61,Biggenden Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3241,61,Biggenden Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3242,61,Biggenden Hospital,2021-06-01,3,5,0.0,0,5,100.0,0,0.0,2,40.0,-,2,100.0
3243,61,Biggenden Hospital,2021-06-01,4,13,0.0,1,13,100.0,0,0.0,2,15.38,-,2,100.0
3244,61,Biggenden Hospital,2021-06-01,5,18,0.0,1,18,100.0,0,0.0,0,0.0,-,0,
3245,62,Bundaberg Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,2,100.0,-,2,100.0
3246,62,Bundaberg Hospital,2021-06-01,2,187,10.0,1,94,50.27,0,0.0,103,55.08,-,66,64.08
3247,62,Bundaberg Hospital,2021-06-01,3,771,22.0,1,469,62.04,14,1.82,166,21.53,-,81,48.8
3248,62,Bundaberg Hospital,2021-06-01,4,908,36.0,3,563,68.08,79,8.7,28,3.08,-,10,35.71
3249,62,Bundaberg Hospital,2021-06-01,5,77,33.0,3,60,92.31,6,7.79,0,0.0,-,0,
3250,63,Cherbourg Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3251,63,Cherbourg Hospital,2021-06-01,2,7,1.0,0,5,71.43,0,0.0,1,14.29,-,1,100.0
3252,63,Cherbourg Hospital,2021-06-01,3,83,1.0,1,75,92.59,1,1.2,15,18.07,-,14,93.33
3253,63,Cherbourg Hospital,2021-06-01,4,177,2.0,1,167,97.66,3,1.69,4,2.26,-,3,75.0
3254,63,Cherbourg Hospital,2021-06-01,5,71,5.0,1,65,100.0,4,5.63,1,1.41,-,1,100.0
3255,64,Childers Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3256,64,Childers Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3257,64,Childers Hospital,2021-06-01,3,31,0.0,1,31,100.0,0,0.0,0,0.0,-,0,
3258,64,Childers Hospital,2021-06-01,4,45,0.0,1,45,100.0,0,0.0,0,0.0,-,0,
3259,64,Childers Hospital,2021-06-01,5,13,0.0,1,12,100.0,1,7.69,0,0.0,-,0,
3260,65,Eidsvold Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3261,65,Eidsvold Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3262,65,Eidsvold Hospital,2021-06-01,3,2,2.5,0,2,100.0,0,0.0,0,0.0,-,0,
3263,65,Eidsvold Hospital,2021-06-01,4,12,0.0,1,12,100.0,0,0.0,2,16.67,-,2,100.0
3264,65,Eidsvold Hospital,2021-06-01,5,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
3265,66,Gayndah Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3266,66,Gayndah Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3267,66,Gayndah Hospital,2021-06-01,3,22,0.0,1,21,100.0,0,0.0,0,0.0,-,0,
3268,66,Gayndah Hospital,2021-06-01,4,16,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
3269,66,Gayndah Hospital,2021-06-01,5,14,0.0,1,12,100.0,1,7.14,0,0.0,-,0,
3270,67,Gin Gin Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3271,67,Gin Gin Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3272,67,Gin Gin Hospital,2021-06-01,3,15,8.0,1,15,100.0,0,0.0,0,0.0,-,0,
3273,67,Gin Gin Hospital,2021-06-01,4,73,10.0,1,68,95.77,2,2.74,0,0.0,-,0,
3274,67,Gin Gin Hospital,2021-06-01,5,36,15.0,1,34,97.14,1,2.78,0,0.0,-,0,
3275,68,Gympie Hospital,2021-06-01,1,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
3276,68,Gympie Hospital,2021-06-01,2,115,7.0,1,94,81.74,0,0.0,1,0.87,-,0,0.0
3277,68,Gympie Hospital,2021-06-01,3,544,23.0,2,339,63.6,11,2.02,4,0.74,-,2,50.0
3278,68,Gympie Hospital,2021-06-01,4,633,25.0,2,462,77.91,28,4.42,3,0.47,-,2,66.67
3279,68,Gympie Hospital,2021-06-01,5,37,15.0,1,32,100.0,2,5.41,0,0.0,-,0,
3280,69,Hervey Bay Hospital,2021-06-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3281,69,Hervey Bay Hospital,2021-06-01,2,193,3.0,1,169,87.56,0,0.0,80,41.45,-,37,46.25
3282,69,Hervey Bay Hospital,2021-06-01,3,595,22.0,1,355,62.06,17,2.86,97,16.3,-,35,36.08
3283,69,Hervey Bay Hospital,2021-06-01,4,869,42.0,3,476,60.95,74,8.52,40,4.6,-,12,30.0
3284,69,Hervey Bay Hospital,2021-06-01,5,109,40.5,3,79,84.04,9,8.26,1,0.92,-,0,0.0
3285,70,Kingaroy Hospital,2021-06-01,1,5,0.0,0,5,100.0,0,0.0,4,80.0,-,1,25.0
3286,70,Kingaroy Hospital,2021-06-01,2,48,9.0,1,24,51.06,1,2.08,15,31.25,-,7,46.67
3287,70,Kingaroy Hospital,2021-06-01,3,268,26.0,2,143,56.52,13,4.85,38,14.18,-,14,36.84
3288,70,Kingaroy Hospital,2021-06-01,4,282,43.5,3,158,64.23,31,10.99,7,2.48,-,1,14.29
3289,70,Kingaroy Hospital,2021-06-01,5,113,24.5,2,64,82.05,13,11.5,0,0.0,-,0,
3290,71,Maryborough Hospital,2021-06-01,1,4,0.0,0,4,100.0,0,0.0,0,0.0,-,0,
3291,71,Maryborough Hospital,2021-06-01,2,100,7.0,1,78,78.0,0,0.0,3,3.0,-,1,33.33
3292,71,Maryborough Hospital,2021-06-01,3,297,19.0,1,200,68.49,4,1.35,1,0.34,-,1,100.0
3293,71,Maryborough Hospital,2021-06-01,4,512,32.5,3,321,69.48,26,5.08,0,0.0,-,0,
3294,71,Maryborough Hospital,2021-06-01,5,60,27.0,2,36,92.31,5,8.33,0,0.0,-,0,
3295,72,Monto Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3296,72,Monto Hospital,2021-06-01,2,7,0.0,0,7,100.0,0,0.0,3,42.86,-,3,100.0
3297,72,Monto Hospital,2021-06-01,3,22,0.0,1,20,90.91,0,0.0,5,22.73,-,5,100.0
3298,72,Monto Hospital,2021-06-01,4,41,0.0,1,38,95.0,0,0.0,1,2.44,-,1,100.0
3299,72,Monto Hospital,2021-06-01,5,5,5.0,0,5,100.0,0,0.0,0,0.0,-,0,
3300,74,Mundubbera Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3301,74,Mundubbera Hospital,2021-06-01,2,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
3302,74,Mundubbera Hospital,2021-06-01,3,10,0.0,1,10,100.0,0,0.0,2,20.0,-,2,100.0
3303,74,Mundubbera Hospital,2021-06-01,4,31,0.0,1,31,100.0,0,0.0,0,0.0,-,0,
3304,74,Mundubbera Hospital,2021-06-01,5,7,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
3305,75,Murgon Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3306,75,Murgon Hospital,2021-06-01,2,3,0.0,0,3,100.0,0,0.0,2,66.67,-,2,100.0
3307,75,Murgon Hospital,2021-06-01,3,38,10.0,1,31,83.78,1,2.63,1,2.63,-,0,0.0
3308,75,Murgon Hospital,2021-06-01,4,98,10.0,1,91,96.81,3,3.06,1,1.02,-,1,100.0
3309,75,Murgon Hospital,2021-06-01,5,48,10.0,1,37,100.0,4,8.33,0,0.0,-,0,
3310,76,Nanango Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3311,76,Nanango Hospital,2021-06-01,2,0,,0,0,,0,,0,,-,0,
3312,76,Nanango Hospital,2021-06-01,3,17,5.0,1,15,88.24,0,0.0,0,0.0,-,0,
3313,76,Nanango Hospital,2021-06-01,4,71,3.0,1,68,98.55,1,1.41,1,1.41,-,1,100.0
3314,76,Nanango Hospital,2021-06-01,5,72,4.0,1,61,98.39,3,4.17,1,1.39,-,1,100.0
3315,91,Chinchilla Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3316,91,Chinchilla Hospital,2021-06-01,2,9,0.0,0,9,100.0,0,0.0,5,55.56,-,5,100.0
3317,91,Chinchilla Hospital,2021-06-01,3,70,1.0,1,69,100.0,1,1.43,10,14.29,-,9,90.0
3318,91,Chinchilla Hospital,2021-06-01,4,177,1.0,1,161,99.38,8,4.52,2,1.13,-,2,100.0
3319,91,Chinchilla Hospital,2021-06-01,5,64,1.5,1,52,100.0,1,1.56,1,1.56,-,1,100.0
3320,92,Dalby Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3321,92,Dalby Hospital,2021-06-01,2,50,1.0,1,38,76.0,0,0.0,22,44.0,-,20,90.91
3322,92,Dalby Hospital,2021-06-01,3,230,26.0,2,127,56.19,4,1.74,44,19.13,-,39,88.64
3323,92,Dalby Hospital,2021-06-01,4,316,34.0,3,210,70.47,15,4.75,10,3.16,-,10,100.0
3324,92,Dalby Hospital,2021-06-01,5,63,32.0,3,47,90.38,7,11.11,1,1.59,-,1,100.0
3325,93,Goondiwindi Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3326,93,Goondiwindi Hospital,2021-06-01,2,11,0.0,1,11,100.0,0,0.0,6,54.55,-,5,83.33
3327,93,Goondiwindi Hospital,2021-06-01,3,89,0.0,1,83,94.32,1,1.12,20,22.47,-,17,85.0
3328,93,Goondiwindi Hospital,2021-06-01,4,220,1.0,1,209,97.66,4,1.82,9,4.09,-,8,88.89
3329,93,Goondiwindi Hospital,2021-06-01,5,146,1.0,1,129,100.0,6,4.11,0,0.0,-,0,
3330,95,Jandowae Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3331,95,Jandowae Hospital,2021-06-01,2,3,0.0,0,3,100.0,0,0.0,1,33.33,-,1,100.0
3332,95,Jandowae Hospital,2021-06-01,3,10,0.0,1,10,100.0,0,0.0,2,20.0,-,2,100.0
3333,95,Jandowae Hospital,2021-06-01,4,13,0.0,1,13,100.0,0,0.0,0,0.0,-,0,
3334,95,Jandowae Hospital,2021-06-01,5,14,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
3335,97,Miles Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3336,97,Miles Hospital,2021-06-01,2,4,0.0,0,4,100.0,0,0.0,4,100.0,-,4,100.0
3337,97,Miles Hospital,2021-06-01,3,21,5.0,1,19,95.0,0,0.0,11,52.38,-,11,100.0
3338,97,Miles Hospital,2021-06-01,4,48,5.0,1,48,100.0,0,0.0,7,14.58,-,7,100.0
3339,97,Miles Hospital,2021-06-01,5,76,10.0,1,53,100.0,1,1.32,1,1.32,-,1,100.0
3340,98,Millmerran Hospital,2021-06-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
3341,98,Millmerran Hospital,2021-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3342,98,Millmerran Hospital,2021-06-01,3,25,0.0,1,24,96.0,0,0.0,4,16.0,-,4,100.0
3343,98,Millmerran Hospital,2021-06-01,4,56,0.0,1,54,98.18,0,0.0,0,0.0,-,0,
3344,98,Millmerran Hospital,2021-06-01,5,36,10.0,1,24,100.0,1,2.78,0,0.0,-,0,
3345,99,Oakey Hospital,2021-06-01,1,0,,0,0,,0,,0,,-,0,
3346,99,Oakey Hospital,2021-06-01,2,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
3347,99,Oakey Hospital,2021-06-01,3,45,2.0,1,44,100.0,1,2.22,0,0.0,-,0,
